train_id,station,time,color
SPR7046,Apeldoorn Osseveld,13:35,#3543b2ff
SPR7046,Apeldoorn,13:40,#3543b2ff
SPR7048,Almelo,13:23,#3543b2ff
SPR7048,Wierden,13:28,#3543b2ff
SPR7048,Rijssen,13:34,#3543b2ff
SPR7048,Holten,13:39,#3543b2ff
SPR7048,Deventer Colmschate,13:49,#3543b2ff
SPR7048,Deventer,13:55,#3543b2ff
SPR7048,Deventer,13:55,#3543b2ff
SPR7048,Twello,14:00,#3543b2ff
SPR7048,Apeldoorn Osseveld,14:05,#3543b2ff
SPR7048,Apeldoorn,14:10,#3543b2ff
SPR7050,Almelo,13:53,#3543b2ff
SPR7050,Wierden,13:58,#3543b2ff
SPR7050,Rijssen,14:04,#3543b2ff
SPR7050,Holten,14:09,#3543b2ff
SPR7050,Deventer Colmschate,14:19,#3543b2ff
SPR7050,Deventer,14:26,#3543b2ff
SPR7050,Deventer,14:25,#3543b2ff
SPR7050,Twello,14:30,#3543b2ff
SPR7050,Apeldoorn Osseveld,14:35,#3543b2ff
SPR7050,Apeldoorn,14:40,#3543b2ff
IC1744,Hengelo,12:23,#0d6200ff
IC1744,Hengelo,12:24,#0d6200ff
IC1744,Almelo,12:35,#0d6200ff
IC1744,Almelo,12:36,#0d6200ff
IC1744,Deventer,13:00,#0d6200ff
IC1744,Deventer,13:03,#0d6200ff
IC1744,Apeldoorn,13:13,#0d6200ff
IC1744,Apeldoorn,13:14,#0d6200ff
IC1744,Amersfoort Centraal,13:38,#0d6200ff
IC 1746,Hengelo,12:53,#0d6200ff
IC 1746,Hengelo,12:54,#0d6200ff
IC 1746,Almelo,13:05,#0d6200ff
IC 1746,Almelo,13:06,#0d6200ff
IC 1746,Deventer,13:30,#0d6200ff
IC 1746,Deventer,13:33,#0d6200ff
IC 1746,Apeldoorn,13:43,#0d6200ff
IC 1746,Apeldoorn,13:44,#0d6200ff
IC 1746,Amersfoort Centraal,14:08,#0d6200ff
IC1748,Hengelo,13:23,#0d6200ff
IC1748,Hengelo,13:24,#0d6200ff
IC1748,Almelo,13:35,#0d6200ff
IC1748,Almelo,13:36,#0d6200ff
IC1748,Deventer,14:00,#0d6200ff
IC1748,Deventer,14:03,#0d6200ff
IC1748,Apeldoorn,14:13,#0d6200ff
IC1748,Apeldoorn,14:14,#0d6200ff
IC1748,Amersfoort Centraal,14:38,#0d6200ff
IC1750,Hengelo,13:53,#0d6200ff
IC1750,Hengelo,13:54,#0d6200ff
IC1750,Almelo,14:05,#0d6200ff
IC1750,Almelo,14:06,#0d6200ff
IC1750,Deventer,14:30,#0d6200ff
IC1750,Deventer,14:33,#0d6200ff
IC1750,Apeldoorn,14:43,#0d6200ff
IC1750,Apeldoorn,14:44,#0d6200ff
IC1750,Amersfoort Centraal,15:08,#0d6200ff
STOP20364,Bad Bentheim,12:08,#130066ff
STOP20364,Oldenzaal,12:18,#130066ff
STOP20364,Hengelo,12:26,#130066ff
STOP20366,Bad Bentheim,13:08,#130066ff
STOP20366,Oldenzaal,13:18,#130066ff
STOP20366,Hengelo,13:26,#130066ff
SPR31330,Barneveld Noord,13:17,#2486ffff
SPR31330,Hoevelaken,13:24,#2486ffff
SPR31330,Amersfoort Centraal,13:30,#2486ffff
SPR31434,Barneveld Noord,13:32,#899ee4ff
SPR31434,Hoevelaken,13:39,#899ee4ff
SPR31434,Amersfoort Centraal,13:45,#899ee4ff
SPR31332,Barneveld Noord,13:47,#2486ffff
SPR31332,Hoevelaken,13:54,#2486ffff
SPR31332,Amersfoort Centraal,14:00,#2486ffff
SPR31436,Barneveld Noord,14:02,#899ee4ff
SPR31436,Hoevelaken,14:09,#899ee4ff
SPR31436,Amersfoort Centraal,14:15,#899ee4ff
SPR31334,Barneveld Noord,14:17,#2486ffff
SPR31334,Hoevelaken,14:24,#2486ffff
SPR31334,Amersfoort Centraal,14:30,#2486ffff
SPR31438,Barneveld Noord,14:32,#899ee4ff
SPR31438,Hoevelaken,14:39,#899ee4ff
SPR31438,Amersfoort Centraal,14:45,#899ee4ff
SPR31336,Barneveld Noord,14:47,#2486ffff
SPR31336,Hoevelaken,14:54,#2486ffff
SPR31336,Amersfoort Centraal,15:00,#2486ffff
SPR31440,Barneveld Noord,15:02,#899ee4ff
SPR31440,Hoevelaken,15:09,#899ee4ff
SPR31440,Amersfoort Centraal,15:15,#899ee4ff
IC3636,Snippeling Aansluiting,12:43,#8ef375ff
IC3636,Deventer,12:45,#8ef375ff
IC3636,Deventer,12:46,#8ef375ff
IC3636,Deventer aansluiting Noord,12:47,#8ef375ff
IC3638,Snippeling Aansluiting,13:13,#8ef375ff
IC3638,Deventer,13:15,#8ef375ff
IC3638,Deventer,13:16,#8ef375ff
IC3638,Deventer aansluiting Noord,13:17,#8ef375ff
IC3640,Snippeling Aansluiting,13:43,#8ef375ff
IC3640,Deventer,13:45,#8ef375ff
IC3640,Deventer,13:46,#8ef375ff
IC3640,Deventer aansluiting Noord,13:47,#8ef375ff
IC3642,Snippeling Aansluiting,14:13,#8ef375ff
IC3642,Deventer,14:15,#8ef375ff
IC3642,Deventer,14:16,#8ef375ff
IC3642,Deventer aansluiting Noord,14:17,#8ef375ff
IC1548,Deventer,13:48,#32b500ff
IC1548,Apeldoorn,13:58,#32b500ff
IC1548,Apeldoorn,14:00,#32b500ff
IC1548,Amersfoort Centraal,14:24,#32b500ff
IC17946,Hengelo,12:38,#38972aff
IC17946,Hengelo,12:39,#38972aff
IC17946,Almelo,12:49,#38972aff
IC17946,Almelo,12:50,#38972aff
IC17946,Wierden,12:54,#38972aff
IC17950,Hengelo,13:38,#38972aff
IC17950,Hengelo,13:39,#38972aff
IC17950,Almelo,13:49,#38972aff
IC17950,Almelo,13:50,#38972aff
IC17950,Wierden,13:54,#38972aff
SPR7944,Hengelo,12:13,#228fb2ff
SPR7944,Hengelo,12:16,#228fb2ff
SPR7944,Borne,12:21,#228fb2ff
SPR7944,Almelo de Riet,12:26,#228fb2ff
SPR7944,Almelo,12:29,#228fb2ff
SPR7944,Almelo,12:30,#228fb2ff
SPR7944,Wierden,12:34,#228fb2ff
SPR7944,Wierden,12:36,#228fb2ff
SPR7946,Hengelo,12:43,#228fb2ff
SPR7946,Hengelo,12:46,#228fb2ff
SPR7946,Borne,12:51,#228fb2ff
SPR7946,Almelo de Riet,12:56,#228fb2ff
SPR7946,Almelo,12:59,#228fb2ff
SPR7946,Almelo,13:00,#228fb2ff
SPR7946,Wierden,13:04,#228fb2ff
SPR7946,Wierden,13:07,#228fb2ff
SPR7948,Hengelo,13:13,#228fb2ff
SPR7948,Hengelo,13:16,#228fb2ff
SPR7948,Borne,13:21,#228fb2ff
SPR7948,Almelo de Riet,13:26,#228fb2ff
SPR7948,Almelo,13:29,#228fb2ff
SPR7948,Almelo,13:30,#228fb2ff
SPR7948,Wierden,13:34,#228fb2ff
SPR7948,Wierden,13:36,#228fb2ff
SPR7950,Hengelo,13:43,#228fb2ff
SPR7950,Hengelo,13:46,#228fb2ff
SPR7950,Borne,13:51,#228fb2ff
SPR7950,Almelo de Riet,13:56,#228fb2ff
SPR7950,Almelo,13:59,#228fb2ff
SPR7950,Almelo,14:00,#228fb2ff
SPR7950,Wierden,14:04,#228fb2ff
SPR7950,Wierden,14:07,#228fb2ff
GOE1,Bad Bentheim,12:32,#ffa200ff
GOE1,Almelo,13:09,#ffa200ff
GOE1,Deventer,13:37,#ffa200ff
GOE1,Amersfoort Centraal,14:21,#ffa200ff
GOE2,Bad Bentheim,11:58,#ffa200ff
GOE2,Hengelo,12:24,#ffa200ff
GOE2,Hengelo,12:29,#ffa200ff
GOE2,Almelo,12:39,#ffa200ff
GOE2,Deventer,13:07,#ffa200ff
GOE2,Amersfoort Centraal,13:51,#ffa200ff
GOE3,Bad Bentheim,12:58,#ffa200ff
GOE3,Hengelo,13:24,#ffa200ff
GOE3,Hengelo,13:29,#ffa200ff
GOE3,Almelo,13:39,#ffa200ff
GOE3,Deventer,14:07,#ffa200ff
GOE3,Amersfoort Centraal,14:51,#ffa200ff
GOE4,Bad Bentheim,13:32,#ffa200ff
GOE4,Almelo,14:09,#ffa200ff
GOE4,Deventer,14:37,#ffa200ff
GOE4,Amersfoort Centraal,15:21,#ffa200ff
